autor	comentario	likes	date	PUBLICACION_CLEAN
Juan Valle	Yo creo que la sorpresa es que va ha cerrar el congreso y botar a todos esos corruptos.y golpistas	3	2022-03-15T18:27:02Z	Yo creo que la sorpresa es que va ha cerrar el congreso y botar a todos esos corruptos.y golpistas
Oscar zubia zubia	LA PITUCA DISCRIMINADORA, CARMEN ALVA, NO ES PROPIETARIA DEL CONGRESO, MENOS MUJER DEL DICTADORCILLO JORGE MONTOYA, PARA ORDENAR LO QUE DEBE Y NO DEBE DECIR UN PRESIDENTE DE LA REPÚBLICA DEMOCRATICANENTE ELEGIDO.	0	2022-03-15T18:25:20Z	LA PITUCA DISCRIMINADORA, CARMEN ALVA, NO ES PROPIETARIA DEL CONGRESO, MENOS MUJER DEL DICTADORCILLO JORGE MONTOYA, PARA ORDENAR LO QUE DEBE Y NO DEBE DECIR UN PRESIDENTE DE LA REPÚBLICA DEMOCRATICANENTE ELEGIDO.
oscar villavicencio	que el presidente exprese lo que tenga que expresar sin ninguna limitacion	12	2022-03-15T18:24:41Z	que el presidente exprese lo que tenga que expresar sin ninguna limitacion
Hugo Miguel Checco Zenteno	La presidenta congreso,sra Alva necesita ubicaina, cree que nuestro Perú es su chacra.cieerren el congreso x parásitos.	0	2022-03-15T18:22:20Z	La presidenta congreso,sra Alva necesita ubicaina, cree que nuestro Perú es su chacra.cieerren el congreso x parásitos.
Gaby Herrera	Es el abogado, que más su puede esperar ?????!!	0	2022-03-15T18:19:37Z	Es el abogado, que más su puede esperar ?????!!
Walter Utani	Es Su casa de Alva pues, presidente tiene que bajar el tono de su discurso	1	2022-03-15T18:17:56Z	Es Su casa de Alva pues, presidente tiene que bajar el tono de su discurso
Jc Cm	Una muestra más del plan golpista del congreso.	0	2022-03-15T18:17:31Z	Una muestra más del plan golpista del congreso.
Marianella L.Q	JAJAJA....MORDAZA?....ESA  MORDAZA LE CONVIENE A CASTIBURRO...PORQUE SI HABLA ...SÓLO HABLA INCOHERENCIAS....LA VERDAD ES QUE MEDIO PAIS QUIERE QUE CASTILLO SE VAYA...YA ESTAMOS HARTOS!!	0	2022-03-15T18:16:04Z	JAJAJA....MORDAZA?....ESA MORDAZA LE CONVIENE A CASTIBURRO...PORQUE SI HABLA ...SÓLO HABLA INCOHERENCIAS....LA VERDAD ES QUE MEDIO PAIS QUIERE QUE CASTILLO SE VAYA...YA ESTAMOS HARTOS!!
Gaby Herrera	Nada bueno se puede esperar de este gobierno MEDIOCRE. INCAPAZ. Y PARA COLMO CORRUPTO.  Es mucho pedir que la gente IGNORANTE  entienda, aquellos que escuchan a castillo y le creen son gente poco informadas de toda la problemática EN TODO el país, solo escuchan su victimización y discursos baratos y divisionistas. Pobre nuestro país JAMÁS en la historia se tuvo un gobernante TAN INCAPAZ MEDIOCRE, y aquellos que lo defienden, no vengan con que hubieron gobiernos más corruptos. Nadie puede discutir eso y por esa misma razón, BO TENEMOS que seguir aceptando que se siga aceptando la CORRUPCION como una NORMALIDAD. YA BASTA  QUE SE VAYAN TODOS ejecutivo y legislativo	0	2022-03-15T18:12:57Z	Nada bueno se puede esperar de este gobierno MEDIOCRE. INCAPAZ. Y PARA COLMO CORRUPTO. Es mucho pedir que la gente IGNORANTE entienda, aquellos que escuchan a castillo y le creen son gente poco informadas de toda la problemática EN TODO el país, solo escuchan su victimización y discursos baratos y divisionistas. Pobre nuestro país JAMÁS en la historia se tuvo un gobernante TAN INCAPAZ MEDIOCRE, y aquellos que lo defienden, no vengan con que hubieron gobiernos más corruptos. Nadie puede discutir eso y por esa misma razón, BO TENEMOS que seguir aceptando que se siga aceptando la CORRUPCION como una NORMALIDAD. YA BASTA QUE SE VAYAN TODOS ejecutivo y legislativo
Antarky8	Lucar tiene su corazoncito aprofujimontesinista, no dice nada de la actitud de ese congreso golpista que, se cree dueña del Perú, que llegaron al poder  subencionados por los empresarios corruptos de la talla de porki López aliaga, representados por montoya y la sarta de ex &quot;marinos&quot; que han demostrado de qué lado están, así como todos esos otros de acción popular, avanza país, parte de la organización criminal fuerza popular alianza para progreso, todos corruptos, es un circo de corruptos que están pretendiendo consumar un golpe desde el congreso, la pregunta es aquienes representan o que interés defienden  realmente estos congresistas, llegó la hora en que el pueblo determine saque del congreso a todos estos malos representantes de la oligarquía decadente de la capital, desfasados como podemos ver en el actuar de alba, chirinos, etc mujeres con pasados muy dudoso el congreso debe ser cerrado y llamarse a nuevas elecciones, es demasiado aún no aprueban leyes en beneficio del pueblo estuvieron en silencio con el derrame de repsol, son los riesgos de lo peor de la mafia que tomo el poder de la mano de los empresarios y el poder judicial el TC dónde ellos ponen a sus allegados, castillo debe de hablar claro sobre las empresas chinas, la situación con BM y FMI aún no habla claro sobre ese punto seguiremos siendo acaso el patio trasero de los gringos, o chinos?, Políticas claras si no cumple con lo que ofreció en campaña, bacarlo cerrar ese congreso y que se llame a nuevas elecciones, .... Pero me sigo preguntando a quien ponemos de candidato? 🤔🤔🤔 Aún no hay un prospecto, mejor que castillo cierre ese congreso de impresentables y llame a nuevas elecciones congresales, dónde realmente nunca mas volvamos a ver estos corruptos, con excepción de algunos que si aman defiende a su país.	0	2022-03-15T18:12:01Z	Lucar tiene su corazoncito aprofujimontesinista, no dice nada de la actitud de ese congreso golpista que, se cree dueña del Perú, que llegaron al poder subencionados por los empresarios corruptos de la talla de porki López aliaga, representados por montoya y la sarta de ex &quot;marinos&quot; que han demostrado de qué lado están, así como todos esos otros de acción popular, avanza país, parte de la organización criminal fuerza popular alianza para progreso, todos corruptos, es un circo de corruptos que están pretendiendo consumar un golpe desde el congreso, la pregunta es aquienes representan o que interés defienden realmente estos congresistas, llegó la hora en que el pueblo determine saque del congreso a todos estos malos representantes de la oligarquía decadente de la capital, desfasados como podemos ver en el actuar de alba, chirinos, etc mujeres con pasados muy dudoso el congreso debe ser cerrado y llamarse a nuevas elecciones, es demasiado aún no aprueban leyes en beneficio del pueblo estuvieron en silencio con el derrame de repsol, son los riesgos de lo peor de la mafia que tomo el poder de la mano de los empresarios y el poder judicial el TC dónde ellos ponen a sus allegados, castillo debe de hablar claro sobre las empresas chinas, la situación con BM y FMI aún no habla claro sobre ese punto seguiremos siendo acaso el patio trasero de los gringos, o chinos?, Políticas claras si no cumple con lo que ofreció en campaña, bacarlo cerrar ese congreso y que se llame a nuevas elecciones, .... Pero me sigo preguntando a quien ponemos de candidato? 🤔🤔🤔 Aún no hay un prospecto, mejor que castillo cierre ese congreso de impresentables y llame a nuevas elecciones congresales, dónde realmente nunca mas volvamos a ver estos corruptos, con excepción de algunos que si aman defiende a su país.
Nelly Elvira Sisniegas Chiroque	Señor Lucas no se necesita ser tan grosero para deslindar con una persona	2	2022-03-15T18:11:51Z	Señor Lucas no se necesita ser tan grosero para deslindar con una persona
Andres Apaza	TODOS debemos levantarnos i pedir  destituir a la Presidenta del Concepto porque no esta a la altura de su  envestidura ,esa mujer es una más de sátrapas que ignorantemente estan en constante oposición ocasionando e impidiendo el progreso y desarrollo del PERÚ.Lo justo seria si se va El Presidente  que se vayan todos los congresistas que cobran tremendos sueldos sin trabajar o sino pregunten  a las regiones que estan haciendo sus congresistas por el bien de sus regiones.	0	2022-03-15T18:10:07Z	TODOS debemos levantarnos i pedir destituir a la Presidenta del Concepto porque no esta a la altura de su envestidura ,esa mujer es una más de sátrapas que ignorantemente estan en constante oposición ocasionando e impidiendo el progreso y desarrollo del PERÚ.Lo justo seria si se va El Presidente que se vayan todos los congresistas que cobran tremendos sueldos sin trabajar o sino pregunten a las regiones que estan haciendo sus congresistas por el bien de sus regiones.
Vilma Rupay acuña	Que se sierre el congreso	5	2022-03-15T18:08:49Z	Que se sierre el congreso
luis castillo	de donde salen estos abogados? El colegio de abogados debería estar evaluando a estos papelucheros abogado es guersi nakasaki este es un pobre diablo que no sabe ni donde está parado	5	2022-03-15T18:08:35Z	de donde salen estos abogados? El colegio de abogados debería estar evaluando a estos papelucheros abogado es guersi nakasaki este es un pobre diablo que no sabe ni donde está parado
KJavierRManrique	A pero si nunca responde y hoy mágicamente quiere hablar jajajajajajajaja ese abogado es un pasquín jajajajajajajaja	2	2022-03-15T18:07:49Z	A pero si nunca responde y hoy mágicamente quiere hablar jajajajajajajaja ese abogado es un pasquín jajajajajajajaja
Nixon odver Saucedo altamirano	La sorpresa es que castillo va ha cerrar el congreso ahora en la tarde	11	2022-03-15T18:07:12Z	La sorpresa es que castillo va ha cerrar el congreso ahora en la tarde
alex asqui	EL CONGRESO TIENE MIEDO JAJA	8	2022-03-15T18:05:09Z	EL CONGRESO TIENE MIEDO JAJA
Aida Huaynate Llacsa	Este abogado que cree? Para qué existen las conferencias de prensa,sin embargo quien no quiere responder es él mismo castillo a otros con ese cuento CONVENIDOS Y ARRASTRADOS.	6	2022-03-15T18:01:47Z	Este abogado que cree? Para qué existen las conferencias de prensa,sin embargo quien no quiere responder es él mismo castillo a otros con ese cuento CONVENIDOS Y ARRASTRADOS.
John Huerta	Cuando no, Lucar el franelero... es periorista o miembro del Lapicito.	3	2022-03-15T18:00:53Z	Cuando no, Lucar el franelero... es periorista o miembro del Lapicito.
beronica sanchez	Senor Lucar  cierren ese congreso mas parece corral de Burros y chanchos, esos congresista son ineptos....	0	2022-03-15T17:53:28Z	Senor Lucar cierren ese congreso mas parece corral de Burros y chanchos, esos congresista son ineptos....
Jose luis Aratoma Quiñones	Abogado mercenario	3	2022-03-15T17:51:27Z	Abogado mercenario
lililove vr	Esto ya es el colmo, estamos hartos de estos congresistas.🤦 cuando va despertar el pueblo  Peruano? Si esto sigue así vamos a terminar mal.	8	2022-03-15T17:51:26Z	Esto ya es el colmo, estamos hartos de estos congresistas.🤦 cuando va despertar el pueblo Peruano? Si esto sigue así vamos a terminar mal.
Exitosa Noticias	"Exitosa Perú: La voz de los que no tienen voz<br>➡ <a href=""http://bit.ly/ExitosaNoticiasYouTube"">http://bit.ly/ExitosaNoticiasYouTube</a> ⬅<br>¡Mantente siempre informado activando la 🔔 de notificaciones!"	3	2022-03-15T16:16:50Z	Exitosa Perú: La voz de los que no tienen voz ➡  ⬅ ¡Mantente siempre informado activando la 🔔 de notificaciones!
Fausto Huapaya	Chiabra es un delincuente	0	2022-04-11T17:10:16Z	Chiabra es un delincuente
Angel Medina Marreros	El gobierno no tiene la culpa de nada.quiabra esta confundido	0	2022-04-05T12:51:03Z	El gobierno no tiene la culpa de nada.quiabra esta confundido
Roxana magali Peralta hilario	Chiabra  tiene qser nuestro presidente del PERU	0	2022-04-05T07:18:28Z	Chiabra tiene qser nuestro presidente del PERU
ADALBERTO RAUL ORTEGA PINEDA	Prosor corcho	0	2022-03-22T12:52:20Z	Prosor corcho
Justo Illanes	Está loco El congresesta.	0	2022-03-21T18:31:20Z	Está loco El congresesta.
Lidia Espinoza	Cuando no eras congresista hablabas muy bonito a favor de lo más necesitados pero ahora q eres congresista hablas peste y tu voca  parece una metralladora	0	2022-03-21T13:26:35Z	Cuando no eras congresista hablabas muy bonito a favor de lo más necesitados pero ahora q eres congresista hablas peste y tu voca parece una metralladora
Wendimer Cardenas	Chiavra heres torpe ,golpista,obstruccionusta deje trabajar ,por culpa de estos congresistas el pais  esta jodido Bruno Pacheco es complise de la derecha Castillo cierre esta POSILGA NO SIRVE	0	2022-03-21T00:51:24Z	Chiavra heres torpe ,golpista,obstruccionusta deje trabajar ,por culpa de estos congresistas el pais esta jodido Bruno Pacheco es complise de la derecha Castillo cierre esta POSILGA NO SIRVE
Maruja Ramos	Y que hacen los congresistas x el alza de la luz y de los alimentos que segun ellos se preocupan mucho y no hcen nada todo es mentira pedazo de mentirosos y falsos	0	2022-03-20T18:53:25Z	Y que hacen los congresistas x el alza de la luz y de los alimentos que segun ellos se preocupan mucho y no hcen nada todo es mentira pedazo de mentirosos y falsos
Maruja Ramos	Este viejito Chiabra es un renegon y hace lo que le dice su jefe de César Acuña xq no está de acuerdo con Castillo x sus universidades y la educacion mediocre que nos dan estos pedazo de corruptos	0	2022-03-20T18:50:54Z	Este viejito Chiabra es un renegon y hace lo que le dice su jefe de César Acuña xq no está de acuerdo con Castillo x sus universidades y la educacion mediocre que nos dan estos pedazo de corruptos
Eduardo. Vasquez silvestre	Ese viejo chiabra esta mas perdido k chuncho en la celva....	0	2022-03-20T17:41:14Z	Ese viejo chiabra esta mas perdido k chuncho en la celva....
Carmen Hofer	No le conteste Sr. CHIABRA al Chismoso mas grande de Peru Nicolás Lucar	0	2022-03-20T17:29:12Z	No le conteste Sr. CHIABRA al Chismoso mas grande de Peru Nicolás Lucar
Mirian Vereau	Cállate cara dura uds los congresistas hicieron artimaña y media ya sea con vacancia ya sea con sensuras  para mantener al presidente ocupado así no se daba cuenta q uds los q manejan las leyes a su antojo INDULTARAN A FUJIMORI y ahora vienen a seguir envarrando al presidente .<br>Por mucho q palabrees el pueblo ya sabe quién es quién y APOYAREMOS a EL PRESIDENTE PEDRO CASTILLO los 5 años de su gobierno	0	2022-03-20T16:37:55Z	Cállate cara dura uds los congresistas hicieron artimaña y media ya sea con vacancia ya sea con sensuras para mantener al presidente ocupado así no se daba cuenta q uds los q manejan las leyes a su antojo INDULTARAN A FUJIMORI y ahora vienen a seguir envarrando al presidente . Por mucho q palabrees el pueblo ya sabe quién es quién y APOYAREMOS a EL PRESIDENTE PEDRO CASTILLO los 5 años de su gobierno
Yolanda Núñez Castillo	Sr. Roberto  lo felicito por ser muy claro y  directo.	1	2022-03-20T16:26:17Z	Sr. Roberto lo felicito por ser muy claro y directo.
Alberto Lopez	El castiburro es un bruto testarudo se aferra al cargo sin saber gobernar tiene que sacarse a la fuerza	0	2022-03-20T16:23:43Z	El castiburro es un bruto testarudo se aferra al cargo sin saber gobernar tiene que sacarse a la fuerza
susana marizia milla azurin	Ha ja ja quienes hablan de corrupcion	0	2022-03-20T09:11:49Z	Ha ja ja quienes hablan de corrupcion
Luis Puccio	Gabinete de calidad es poner a la misma gente que nos han robado, para mantener el mismo status quo de las mismas personas que están en el poder que responden a intereses económicos ... como dicen hay que alinearse a la confiep	2	2022-03-18T06:54:56Z	Gabinete de calidad es poner a la misma gente que nos han robado, para mantener el mismo status quo de las mismas personas que están en el poder que responden a intereses económicos ... como dicen hay que alinearse a la confiep
Luis Puccio	Chiabra ... no sabe que desde el 1 día de gobierno se hablaba de vacancias por el congreso, y antes de su primer gabinete era no aceptar los resultados llamando a fraude.	0	2022-03-18T06:49:03Z	Chiabra ... no sabe que desde el 1 día de gobierno se hablaba de vacancias por el congreso, y antes de su primer gabinete era no aceptar los resultados llamando a fraude.
Luis Puccio	¿Cuál es la dificultad de esperar al 28? Simplemente para no boicotear el golpe de Estado, quieren llegar a los votos dando dinero a los congresistas	0	2022-03-18T06:46:23Z	¿Cuál es la dificultad de esperar al 28? Simplemente para no boicotear el golpe de Estado, quieren llegar a los votos dando dinero a los congresistas
Carmen Postigo	Chiabra,, uno de los pocos honestos. Serás elegido.<br>Ya no hay solución.Todos deben salir, gobierno y congreso corruptos, ambos ambos haciendo tratos para enquistarse en el poder, vivir a nuestra costa  y no pensar en el pobre Perú.<br>La justicia llegará muy pronto. No es posible que esto esté sucediendo y la gente este ciega, sorda y muda aguantando esta desgracia y vergüenza.	0	2022-03-18T05:41:48Z	Chiabra,, uno de los pocos honestos. Serás elegido. Ya no hay solución.Todos deben salir, gobierno y congreso corruptos, ambos ambos haciendo tratos para enquistarse en el poder, vivir a nuestra costa y no pensar en el pobre Perú. La justicia llegará muy pronto. No es posible que esto esté sucediendo y la gente este ciega, sorda y muda aguantando esta desgracia y vergüenza.
